field_name,field_value,n_rows,pct_of_field,n_null,n_bet09,n_dates,min_dt,max_dt,n_pnl_zero,n_pnl_pos,n_pnl_neg,pct_pnl_zero,pct_pnl_pos,pct_pnl_neg,n_exact_refund,n_payout_zero,payout_over_stake,verdict_state,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_freecomm,roi_non_freecomm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_freecomm,avg_stake_non_freecomm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_freecomm,hold_rate,hold_rate_freecomm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_freecomm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_freecomm,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
bet29,0.8500,1237115,0.984579,0,16,139,2026-03-21,2026-08-06,75774,765968,395373,6.125057,61.915667,31.959276,75774,765968,0.978604,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet29,0.9000,4951186,3.940485,0,16,139,2026-03-21,2026-08-06,326584,2950788,1673814,6.596076,59.597599,33.806324,326584,2950788,0.982290,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet29,1.0000,118942,0.094662,0,16,139,2026-03-21,2026-08-06,8561,67436,42945,7.197626,56.696541,36.105833,8561,67436,0.987527,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet29,1.0500,3968,0.003158,0,6,16,2026-04-09,2026-06-09,376,1813,1779,9.475807,45.690524,44.833669,376,1813,0.969107,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.0000,118724740,94.489094,0,23,139,2026-03-21,2026-08-06,8190553,68970904,41563283,6.898775,58.093119,35.008106,8190553,68970904,0.980060,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.0900,72397,0.057618,0,10,139,2026-03-21,2026-08-06,6477,34861,31059,8.946503,48.152548,42.900949,6477,34861,0.987640,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.7000,71,0.000057,0,8,14,2026-03-23,2026-07-05,6,39,26,8.450704,54.929578,36.619718,6,39,0.902505,UNRESOLVED —— 样本不足千笔，无判别力,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.8000,710314,0.565315,0,16,139,2026-03-21,2026-08-06,47368,419938,243008,6.668600,59.120051,34.211349,47368,419938,0.989167,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.8500,1237115,0.984579,0,16,139,2026-03-21,2026-08-06,75774,765968,395373,6.125057,61.915667,31.959276,75774,765968,0.978604,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,0.9000,4785569,3.808676,0,16,139,2026-03-21,2026-08-06,314052,2860700,1610817,6.562480,59.777636,33.659885,314052,2860700,0.982907,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet30,1.0000,118941,0.094661,0,16,139,2026-03-21,2026-08-06,8561,67435,42945,7.197686,56.696177,36.106137,8561,67435,0.987527,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet31,0.0000,119515307,95.118280,0,23,139,2026-03-21,2026-08-06,8248484,69416236,41850587,6.901613,58.081461,35.016926,8248484,69416236,0.980061,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet31,0.3000,117321,0.093372,0,11,139,2026-03-21,2026-08-06,10181,56950,50190,8.677901,48.542034,42.780065,10181,56950,0.997217,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
bet31,0.5000,6231,0.004959,0,5,19,2026-03-26,2026-05-06,592,2870,2769,9.500883,46.060023,44.439095,592,2870,0.965953,NON_STATE —— 三态混杂，该值非结算态之判别,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,4.001283,4.042136,4.252868,4.666985,4.496035,95.998717,95.957864,95.747132,95.333015,95.503965,4.9901,47394625.1681,43234853.3832,170316820.1526,174476591.9375,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,9199860.2962,208511585.0246,0.01551877,9199860.2962,9381979.6473,9615816.7414,9858968.4371,9338000.0461,208511585.0246,0.01551877,47394625.1681,43234853.3832,170316820.1526,174476591.9375,0.01267607,0.01298566,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9878,345.4327,1499.1467,12.8578,-2.2009,22.299406,96.777414,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,,,,,,,,GLOBAL_BASELINE_NO_ENTITY_RANKING,,,NOT_APPLICABLE_GLOBAL_BASELINE,HF9g-P5,,,,X 全窗基线 · 不参与实体赏罚,24,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
